ID,Platte,Library,Barcode,BGI_Sample,ID...6,Location,organ,age,sex,sample_id,Sample_loc,Name
Bone_46-m-1,P12,VW53,15,Bone_46,Bone_46-m-1,G3,Bone,1,m,Bone_46-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_46/V350028372_L01_15_1.fq.gz,Bone_46-m-1
Spleen_44-m-21,P12,VW53,1,Spleen_44,Spleen_44-m-21,A3,Spleen,21,m,Spleen_44-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_44/V350028372_L01_1_1.fq.gz,Spleen_44-m-21
Spleen_46-m-15,P12,VW53,25,Spleen_46,Spleen_46-m-15,A4,Spleen,15,m,Spleen_46-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_46/V350028372_L01_25_1.fq.gz,Spleen_46-m-15
Bone_42-f-3,P12,VW53,26,Bone_42,Bone_42-f-3,B4,Bone,3,f,Bone_42-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_42/V350028372_L01_26_1.fq.gz,Bone_42-f-3
Marrow_48-f-18,P12,VW53,29,Marrow_48,Marrow_48-f-18,E4,Marrow,18,f,Marrow_48-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_48/V350028372_L01_29_1.fq.gz,Marrow_48-f-18
Small_Intestine_50-f-6,P12,VW53,2,Small_Intestine_50,Small_Intestine_50-f-6,B3,Small_Intestine,6,f,Small_Intestine_50-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_50/V350028372_L01_2_1.fq.gz,Small_Intestine_50-f-6
Lung_44-m-15,P12,VW53,30,Lung_44,Lung_44-m-15,F4,Lung,15,m,Lung_44-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_44/V350028372_L01_30_1.fq.gz,Lung_44-m-15
Heart_48-m-18,P12,VW53,31,Heart_48,Heart_48-m-18,G4,Heart,18,m,Heart_48-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_48/V350028372_L01_31_1.fq.gz,Heart_48-m-18
Bone_44-m-27,P12,VW53,32,Bone_44,Bone_44-m-27,H4,Bone,27,m,Bone_44-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_44/V350028372_L01_32_1.fq.gz,Bone_44-m-27
Heart_40-f-1,P12,VW53,3,Heart_40,Heart_40-f-1,C3,Heart,1,f,Heart_40-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_40/V350028372_L01_3_1.fq.gz,Heart_40-f-1
Brain_43-m-21,P12,VW53,4,Brain_43,Brain_43-m-21,D3,Brain,21,m,Brain_43-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_43/V350028372_L01_4_1.fq.gz,Brain_43-m-21
Pancreas_38-m-21,P11,VW49,13,Pancreas_38,Pancreas_38-m-21,E7,Pancreas,21,m,Pancreas_38-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_38/V350028372_L02_13_1.fq.gz,Pancreas_38-m-21
Liver_46-m-6,P11,VW49,14,Liver_46,Liver_46-m-6,F7,Liver,6,m,Liver_46-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_46/V350028372_L02_14_1.fq.gz,Liver_46-m-6
Skin_39-m-9,P11,VW49,15,Skin_39,Skin_39-m-9,G7,Skin,9,m,Skin_39-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_39/V350028372_L02_15_1.fq.gz,Skin_39-m-9
Limb_Muscle_39-m-12,P11,VW49,16,Limb_Muscle_39,Limb_Muscle_39-m-12,H7,Limb_Muscle,12,m,Limb_Muscle_39-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_39/V350028372_L02_16_1.fq.gz,Limb_Muscle_39-m-12
Marrow_30-f-9,P11,VW49,1,Marrow_30,Marrow_30-f-9,A7,Marrow,9,f,Marrow_30-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_30/V350028372_L02_1_1.fq.gz,Marrow_30-f-9
Bone_33-m-21,P11,VW49,25,Bone_33,Bone_33-m-21,A8,Bone,21,m,Bone_33-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_33/V350028372_L02_25_1.fq.gz,Bone_33-m-21
Small_Intestine_39-m-1,P11,VW49,26,Small_Intestine_39,Small_Intestine_39-m-1,B8,Small_Intestine,1,m,Small_Intestine_39-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_39/V350028372_L02_26_1.fq.gz,Small_Intestine_39-m-1
Lung_36-f-1,P11,VW49,27,Lung_36,Lung_36-f-1,C8,Lung,1,f,Lung_36-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_36/V350028372_L02_27_1.fq.gz,Lung_36-f-1
Spleen_34-m-27,P11,VW49,28,Spleen_34,Spleen_34-m-27,D8,Spleen,27,m,Spleen_34-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_34/V350028372_L02_28_1.fq.gz,Spleen_34-m-27
Heart_38-f-21,P11,VW49,29,Heart_38,Heart_38-f-21,E8,Heart,21,f,Heart_38-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_38/V350028372_L02_29_1.fq.gz,Heart_38-f-21
Bone_38-f-15,P11,VW49,2,Bone_38,Bone_38-f-15,B7,Bone,15,f,Bone_38-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_38/V350028372_L02_2_1.fq.gz,Bone_38-f-15
Small_Intestine_45-m-21,P11,VW49,30,Small_Intestine_45,Small_Intestine_45-m-21,F8,Small_Intestine,21,m,Small_Intestine_45-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_45/V350028372_L02_30_1.fq.gz,Small_Intestine_45-m-21
Marrow_43-m-6,P11,VW49,31,Marrow_43,Marrow_43-m-6,G8,Marrow,6,m,Marrow_43-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_43/V350028372_L02_31_1.fq.gz,Marrow_43-m-6
Brain_35-m-3,P11,VW49,32,Brain_35,Brain_35-m-3,H8,Brain,3,m,Brain_35-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_35/V350028372_L02_32_1.fq.gz,Brain_35-m-3
Skin_44-m-3,P11,VW49,3,Skin_44,Skin_44-m-3,C7,Skin,3,m,Skin_44-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_44/V350028372_L02_3_1.fq.gz,Skin_44-m-3
Small_Intestine_49-m-21,P12,VW52,13,Small_Intestine_49,Small_Intestine_49-m-21,E1,Small_Intestine,21,m,Small_Intestine_49-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_49/V350028372_L03_13_1.fq.gz,Small_Intestine_49-m-21
Spleen_43-f-18,P12,VW52,14,Spleen_43,Spleen_43-f-18,F1,Spleen,18,f,Spleen_43-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_43/V350028372_L03_14_1.fq.gz,Spleen_43-f-18
Spleen_45-m-15,P12,VW52,16,Spleen_45,Spleen_45-m-15,H1,Spleen,15,m,Spleen_45-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_45/V350028372_L03_16_1.fq.gz,Spleen_45-m-15
Bone_48-m-12,P12,VW52,1,Bone_48,Bone_48-m-12,A1,Bone,12,m,Bone_48-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_48/V350028372_L03_1_1.fq.gz,Bone_48-m-12
Spleen_47-m-18,P12,VW52,25,Spleen_47,Spleen_47-m-18,A2,Spleen,18,m,Spleen_47-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_47/V350028372_L03_25_1.fq.gz,Spleen_47-m-18
Heart_45-f-18,P12,VW52,26,Heart_45,Heart_45-f-18,B2,Heart,18,f,Heart_45-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_45/V350028372_L03_26_1.fq.gz,Heart_45-f-18
Spleen_56-m-6,P12,VW52,27,Spleen_56,Spleen_56-m-6,C2,Spleen,6,m,Spleen_56-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_56/V350028372_L03_27_1.fq.gz,Spleen_56-m-6
Liver_49-m-6,P12,VW52,28,Liver_49,Liver_49-m-6,D2,Liver,6,m,Liver_49-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_49/V350028372_L03_28_1.fq.gz,Liver_49-m-6
Brain_45-m-6,P12,VW52,29,Brain_45,Brain_45-m-6,E2,Brain,6,m,Brain_45-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_45/V350028372_L03_29_1.fq.gz,Brain_45-m-6
Brain_42-f-15,P12,VW52,2,Brain_42,Brain_42-f-15,B1,Brain,15,f,Brain_42-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_42/V350028372_L03_2_1.fq.gz,Brain_42-f-15
Lung_45-f-3,P12,VW52,30,Lung_45,Lung_45-f-3,F2,Lung,3,f,Lung_45-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_45/V350028372_L03_30_1.fq.gz,Lung_45-f-3
Heart_46-f-21,P12,VW52,31,Heart_46,Heart_46-f-21,G2,Heart,21,f,Heart_46-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_46/V350028372_L03_31_1.fq.gz,Heart_46-f-21
Heart_43-f-9,P12,VW52,32,Heart_43,Heart_43-f-9,H2,Heart,9,f,Heart_43-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_43/V350028372_L03_32_1.fq.gz,Heart_43-f-9
Marrow_45-m-3,P12,VW52,3,Marrow_45,Marrow_45-m-3,C1,Marrow,3,m,Marrow_45-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_45/V350028372_L03_3_1.fq.gz,Marrow_45-m-3
Small_Intestine_48-f-6,P12,VW52,4,Small_Intestine_48,Small_Intestine_48-f-6,D1,Small_Intestine,6,f,Small_Intestine_48-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_48/V350028372_L03_4_1.fq.gz,Small_Intestine_48-f-6
Bone_55-m-15,P12,VW33,13,Bone_55,Bone_55-m-15,E5,Bone,15,m,Bone_55-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_55/V350028372_L04_13_1.fq.gz,Bone_55-m-15
Brain_21-m-15,P12,VW33,14,Brain_21,Brain_21-m-15,F5,Brain,15,m,Brain_21-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_21/V350028372_L04_14_1.fq.gz,Brain_21-m-15
BAT_34-m-27,P12,VW33,15,BAT_34,BAT_34-m-27,G5,BAT,27,m,BAT_34-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_34/V350028372_L04_15_1.fq.gz,BAT_34-m-27
GAT_56-m-15,P12,VW33,16,GAT_56,GAT_56-m-15,H5,GAT,15,m,GAT_56-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_56/V350028372_L04_16_1.fq.gz,GAT_56-m-15
SCAT_47-f-21,P12,VW33,1,SCAT_47,SCAT_47-f-21,A5,SCAT,21,f,SCAT_47-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_47/V350028372_L04_1_1.fq.gz,SCAT_47-f-21
Kidney_55-m-12,P12,VW33,25,Kidney_55,Kidney_55-m-12,A6,Kidney,12,m,Kidney_55-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_55/V350028372_L04_25_1.fq.gz,Kidney_55-m-12
Spleen_54-m-21,P12,VW33,26,Spleen_54,Spleen_54-m-21,B6,Spleen,21,m,Spleen_54-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_54/V350028372_L04_26_1.fq.gz,Spleen_54-m-21
Small_Intestine_55-m-15,P12,VW33,27,Small_Intestine_55,Small_Intestine_55-m-15,C6,Small_Intestine,15,m,Small_Intestine_55-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_55/V350028372_L04_27_1.fq.gz,Small_Intestine_55-m-15
Skin_55-f-1,P12,VW33,28,Skin_55,Skin_55-f-1,D6,Skin,1,f,Skin_55-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_55/V350028372_L04_28_1.fq.gz,Skin_55-f-1
Skin_7-f-12,P12,VW33,29,Skin_07,Skin_7-f-12,E6,Skin,12,f,Skin_7-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_07/V350028372_L04_29_1.fq.gz,Skin_7-f-12
Marrow_50-m-15,P12,VW33,2,Marrow_50,Marrow_50-m-15,B5,Marrow,15,m,Marrow_50-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_50/V350028372_L04_2_1.fq.gz,Marrow_50-m-15
MAT_53-m-27,P12,VW33,31,MAT_53,MAT_53-m-27,G6,MAT,27,m,MAT_53-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_53/V350028372_L04_31_1.fq.gz,MAT_53-m-27
Liver_56-m-6,P12,VW33,32,Liver_56,Liver_56-m-6,H6,Liver,6,m,Liver_56-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_56/V350028372_L04_32_1.fq.gz,Liver_56-m-6
Limb_Muscle_40-f-3,P12,VW33,3,Limb_Muscle_40,Limb_Muscle_40-f-3,C5,Limb_Muscle,3,f,Limb_Muscle_40-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_40/V350028372_L04_3_1.fq.gz,Limb_Muscle_40-f-3
Heart_50-m-15,P12,VW33,4,Heart_50,Heart_50-m-15,D5,Heart,15,m,Heart_50-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_50/V350028372_L04_4_1.fq.gz,Heart_50-m-15
MAT_24-m-9,P_1,VW1,13,MAT_24,MAT_24-m-9,A5,MAT,9,m,MAT_24-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_24/V350028404_L01_13_1.fq.gz,MAT_24-m-9
Spleen_55-f-9,P_1,VW1,14,Spleen_55,Spleen_55-f-9,A6,Spleen,9,f,Spleen_55-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_55/V350028404_L01_14_1.fq.gz,Spleen_55-f-9
Lung_38-f-6,P_1,VW1,15,Lung_38,Lung_38-f-6,A7,Lung,6,f,Lung_38-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_38/V350028404_L01_15_1.fq.gz,Lung_38-f-6
Lung_40-m-24,P_1,VW1,16,Lung_40,Lung_40-m-24,A8,Lung,24,m,Lung_40-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_40/V350028404_L01_16_1.fq.gz,Lung_40-m-24
SCAT_9-f-18,P_1,VW1,1,SCAT_09,SCAT_9-f-18,A1,SCAT,18,f,SCAT_9-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_09/V350028404_L01_1_1.fq.gz,SCAT_9-f-18
Kidney_34-m-27,P_1,VW1,25,Kidney_34,Kidney_34-m-27,A9,Kidney,27,m,Kidney_34-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_34/V350028404_L01_25_1.fq.gz,Kidney_34-m-27
Liver_22-m-18,P_1,VW1,26,Liver_22,Liver_22-m-18,A10,Liver,18,m,Liver_22-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_22/V350028404_L01_26_1.fq.gz,Liver_22-m-18
Spleen_28-f-6,P_1,VW1,27,Spleen_28,Spleen_28-f-6,A11,Spleen,6,f,Spleen_28-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_28/V350028404_L01_27_1.fq.gz,Spleen_28-f-6
GAT_51-f-12,P_1,VW1,28,GAT_51,GAT_51-f-12,A12,GAT,12,f,GAT_51-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_51/V350028404_L01_28_1.fq.gz,GAT_51-f-12
Liver_21-f-6,P_1,VW1,29,Liver_21,Liver_21-f-6,B1,Liver,6,f,Liver_21-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_21/V350028404_L01_29_1.fq.gz,Liver_21-f-6
SCAT_35-m-6,P_1,VW1,2,SCAT_35,SCAT_35-m-6,A2,SCAT,6,m,SCAT_35-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_35/V350028404_L01_2_1.fq.gz,SCAT_35-m-6
Small_Intestine_29-m-3,P_1,VW1,30,Small_Intestine_29,Small_Intestine_29-m-3,B2,Small_Intestine,3,m,Small_Intestine_29-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_29/V350028404_L01_30_1.fq.gz,Small_Intestine_29-m-3
Spleen_36-m-12,P_1,VW1,31,Spleen_36,Spleen_36-m-12,B3,Spleen,12,m,Spleen_36-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_36/V350028404_L01_31_1.fq.gz,Spleen_36-m-12
Lung_31-m-15,P_1,VW1,3,Lung_31,Lung_31-m-15,A3,Lung,15,m,Lung_31-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_31/V350028404_L01_3_1.fq.gz,Lung_31-m-15
MAT_23-m-12,P_1,VW1,4,MAT_23,MAT_23-m-12,A4,MAT,12,m,MAT_23-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_23/V350028404_L01_4_1.fq.gz,MAT_23-m-12
SCAT_54-m-9,P_1,VW2,13,SCAT_54,SCAT_54-m-9,B9,SCAT,9,m,SCAT_54-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_54/V350028404_L02_13_1.fq.gz,SCAT_54-m-9
MAT_15-m-18,P_1,VW2,14,MAT_15,MAT_15-m-18,B10,MAT,18,m,MAT_15-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_15/V350028404_L02_14_1.fq.gz,MAT_15-m-18
MAT_22-f-6,P_1,VW2,15,MAT_22,MAT_22-f-6,B11,MAT,6,f,MAT_22-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_22/V350028404_L02_15_1.fq.gz,MAT_22-f-6
Lung_54-m-27,P_1,VW2,16,Lung_54,Lung_54-m-27,B12,Lung,27,m,Lung_54-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_54/V350028404_L02_16_1.fq.gz,Lung_54-m-27
Lung_43-m-15,P_1,VW2,1,Lung_43,Lung_43-m-15,B5,Lung,15,m,Lung_43-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_43/V350028404_L02_1_1.fq.gz,Lung_43-m-15
Lung_56-m-9,P_1,VW2,25,Lung_56,Lung_56-m-9,C1,Lung,9,m,Lung_56-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_56/V350028404_L02_25_1.fq.gz,Lung_56-m-9
Liver_3-m-15,P_1,VW2,26,Liver_03,Liver_3-m-15,C2,Liver,15,m,Liver_3-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_03/V350028404_L02_26_1.fq.gz,Liver_3-m-15
Spleen_35-m-18,P_1,VW2,27,Spleen_35,Spleen_35-m-18,C3,Spleen,18,m,Spleen_35-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_35/V350028404_L02_27_1.fq.gz,Spleen_35-m-18
Spleen_26-m-27,P_1,VW2,28,Spleen_26,Spleen_26-m-27,C4,Spleen,27,m,Spleen_26-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_26/V350028404_L02_28_1.fq.gz,Spleen_26-m-27
Small_Intestine_26-m-18,P_1,VW2,29,Small_Intestine_26,Small_Intestine_26-m-18,C5,Small_Intestine,18,m,Small_Intestine_26-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_26/V350028404_L02_29_1.fq.gz,Small_Intestine_26-m-18
Kidney_10-m-9,P_1,VW2,2,Kidney_10,Kidney_10-m-9,B6,Kidney,9,m,Kidney_10-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_10/V350028404_L02_2_1.fq.gz,Kidney_10-m-9
Small_Intestine_40-m-12,P_1,VW2,30,Small_Intestine_40,Small_Intestine_40-m-12,C6,Small_Intestine,12,m,Small_Intestine_40-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_40/V350028404_L02_30_1.fq.gz,Small_Intestine_40-m-12
Small_Intestine_21-m-6,P_1,VW2,32,Small_Intestine_21,Small_Intestine_21-m-6,C8,Small_Intestine,6,m,Small_Intestine_21-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_21/V350028404_L02_32_1.fq.gz,Small_Intestine_21-m-6
Kidney_12-m-12,P_1,VW2,3,Kidney_12,Kidney_12-m-12,B7,Kidney,12,m,Kidney_12-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_12/V350028404_L02_3_1.fq.gz,Kidney_12-m-12
SCAT_51-f-12,P_1,VW2,4,SCAT_51,SCAT_51-f-12,B8,SCAT,12,f,SCAT_51-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_51/V350028404_L02_4_1.fq.gz,SCAT_51-f-12
GAT_15-m-12,P2,VW3,13,GAT_15,GAT_15-m-12,E1,GAT,12,m,GAT_15-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_15/V350028404_L03_13_1.fq.gz,GAT_15-m-12
Kidney_36-f-1,P2,VW3,14,Kidney_36,Kidney_36-f-1,F1,Kidney,1,f,Kidney_36-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_36/V350028404_L03_14_1.fq.gz,Kidney_36-f-1
Liver_19-m-9,P2,VW3,15,Liver_19,Liver_19-m-9,G1,Liver,9,m,Liver_19-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_19/V350028404_L03_15_1.fq.gz,Liver_19-m-9
Liver_39-m-12,P2,VW3,16,Liver_39,Liver_39-m-12,H1,Liver,12,m,Liver_39-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_39/V350028404_L03_16_1.fq.gz,Liver_39-m-12
SCAT_14-f-21,P2,VW3,1,SCAT_14,SCAT_14-f-21,A1,SCAT,21,f,SCAT_14-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_14/V350028404_L03_1_1.fq.gz,SCAT_14-f-21
Kidney_33-m-15,P2,VW3,25,Kidney_33,Kidney_33-m-15,A2,Kidney,15,m,Kidney_33-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_33/V350028404_L03_25_1.fq.gz,Kidney_33-m-15
Pancreas_20-m-15,P2,VW3,26,Pancreas_20,Pancreas_20-m-15,B2,Pancreas,15,m,Pancreas_20-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_20/V350028404_L03_26_1.fq.gz,Pancreas_20-m-15
Skin_49-m-18,P2,VW3,27,Skin_49,Skin_49-m-18,C2,Skin,18,m,Skin_49-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_49/V350028404_L03_27_1.fq.gz,Skin_49-m-18
Heart_12-m-24,P2,VW3,29,Heart_12,Heart_12-m-24,E2,Heart,24,m,Heart_12-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_12/V350028404_L03_29_1.fq.gz,Heart_12-m-24
MAT_54-m-9,P2,VW3,2,MAT_54,MAT_54-m-9,B1,MAT,9,m,MAT_54-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_54/V350028404_L03_2_1.fq.gz,MAT_54-m-9
Limb_Muscle_6-m-24,P2,VW3,30,Limb_Muscle_06,Limb_Muscle_6-m-24,F2,Limb_Muscle,24,m,Limb_Muscle_6-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_06/V350028404_L03_30_1.fq.gz,Limb_Muscle_6-m-24
SCAT_5-m-3,P2,VW3,31,SCAT_05,SCAT_5-m-3,G2,SCAT,3,m,SCAT_5-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_05/V350028404_L03_31_1.fq.gz,SCAT_5-m-3
MAT_7-m-24,P2,VW3,3,MAT_07,MAT_7-m-24,C1,MAT,24,m,MAT_7-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_07/V350028404_L03_3_1.fq.gz,MAT_7-m-24
