ID,Platte,Library,Barcode,BGI_Sample,ID...6,Location,organ,age,sex,sample_id,Sample_loc,Name
Limb_Muscle_4-f-18,P5,VW17,32,Limb_Muscle_04,Limb_Muscle_4-f-18,H6,Limb_Muscle,18,f,Limb_Muscle_4-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_04/V350028457_L01_32_1.fq.gz,Limb_Muscle_4-f-18
Lung_14-f-21,P5,VW17,3,Lung_14,Lung_14-f-21,C5,Lung,21,f,Lung_14-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_14/V350028457_L01_3_1.fq.gz,Lung_14-f-21
Marrow_9-m-15,P5,VW17,4,Marrow_09,Marrow_9-m-15,D5,Marrow,15,m,Marrow_9-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_09/V350028457_L01_4_1.fq.gz,Marrow_9-m-15
Brain_7-m-1,P5,VW18,13,Brain_07,Brain_7-m-1,E7,Brain,1,m,Brain_7-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_07/V350028457_L02_13_1.fq.gz,Brain_7-m-1
SCAT_13-f-18,P5,VW18,14,SCAT_13,SCAT_13-f-18,F7,SCAT,18,f,SCAT_13-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_13/V350028457_L02_14_1.fq.gz,SCAT_13-f-18
Spleen_9-m-21,P5,VW18,16,Spleen_09,Spleen_9-m-21,H7,Spleen,21,m,Spleen_9-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_09/V350028457_L02_16_1.fq.gz,Spleen_9-m-21
Kidney_39-m-18,P5,VW18,1,Kidney_39,Kidney_39-m-18,A7,Kidney,18,m,Kidney_39-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_39/V350028457_L02_1_1.fq.gz,Kidney_39-m-18
Pancreas_18-f-1,P5,VW18,25,Pancreas_18,Pancreas_18-f-1,A8,Pancreas,1,f,Pancreas_18-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_18/V350028457_L02_25_1.fq.gz,Pancreas_18-f-1
Skin_9-m-27,P5,VW18,26,Skin_09,Skin_9-m-27,B8,Skin,27,m,Skin_9-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_09/V350028457_L02_26_1.fq.gz,Skin_9-m-27
Liver_26-m-18,P5,VW18,27,Liver_26,Liver_26-m-18,C8,Liver,18,m,Liver_26-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_26/V350028457_L02_27_1.fq.gz,Liver_26-m-18
Limb_Muscle_3-m-12,P5,VW18,28,Limb_Muscle_03,Limb_Muscle_3-m-12,D8,Limb_Muscle,12,m,Limb_Muscle_3-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_03/V350028457_L02_28_1.fq.gz,Limb_Muscle_3-m-12
Lung_15-m-21,P5,VW18,2,Lung_15,Lung_15-m-21,B7,Lung,21,m,Lung_15-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_15/V350028457_L02_2_1.fq.gz,Lung_15-m-21
GAT_3-m-6,P5,VW18,30,GAT_03,GAT_3-m-6,F8,GAT,6,m,GAT_3-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_03/V350028457_L02_30_1.fq.gz,GAT_3-m-6
Bone_3-m-27,P5,VW18,31,Bone_03,Bone_3-m-27,G8,Bone,27,m,Bone_3-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_03/V350028457_L02_31_1.fq.gz,Bone_3-m-27
BAT_11-m-15,P5,VW18,32,BAT_11,BAT_11-m-15,H8,BAT,15,m,BAT_11-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_11/V350028457_L02_32_1.fq.gz,BAT_11-m-15
Marrow_10-f-15,P5,VW18,3,Marrow_10,Marrow_10-f-15,C7,Marrow,15,f,Marrow_10-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_10/V350028457_L02_3_1.fq.gz,Marrow_10-f-15
MAT_12-m-3,P5,VW18,4,MAT_12,MAT_12-m-3,D7,MAT,3,m,MAT_12-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_12/V350028457_L02_4_1.fq.gz,MAT_12-m-3
Small_Intestine_11-m-3,P5,VW19,13,Small_Intestine_11,Small_Intestine_11-m-3,E9,Small_Intestine,3,m,Small_Intestine_11-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_11/V350028457_L03_13_1.fq.gz,Small_Intestine_11-m-3
Spleen_8-f-15,P5,VW19,14,Spleen_08,Spleen_8-f-15,F9,Spleen,15,f,Spleen_8-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_08/V350028457_L03_14_1.fq.gz,Spleen_8-f-15
Skin_8-m-21,P5,VW19,15,Skin_08,Skin_8-m-21,G9,Skin,21,m,Skin_8-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_08/V350028457_L03_15_1.fq.gz,Skin_8-m-21
Pancreas_17-f-1,P5,VW19,16,Pancreas_17,Pancreas_17-f-1,H9,Pancreas,1,f,Pancreas_17-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_17/V350028457_L03_16_1.fq.gz,Pancreas_17-f-1
Kidney_40-f-12,P5,VW19,1,Kidney_40,Kidney_40-f-12,A9,Kidney,12,f,Kidney_40-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_40/V350028457_L03_1_1.fq.gz,Kidney_40-f-12
BAT_13-m-6,P5,VW19,25,BAT_13,BAT_13-m-6,A10,BAT,6,m,BAT_13-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_13/V350028457_L03_25_1.fq.gz,BAT_13-m-6
Brain_10-m-18,P5,VW19,26,Brain_10,Brain_10-m-18,B10,Brain,18,m,Brain_10-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_10/V350028457_L03_26_1.fq.gz,Brain_10-m-18
Heart_5-m-18,P5,VW19,27,Heart_05,Heart_5-m-18,C10,Heart,18,m,Heart_5-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_05/V350028457_L03_27_1.fq.gz,Heart_5-m-18
MAT_14-m-9,P5,VW19,28,MAT_14,MAT_14-m-9,D10,MAT,9,m,MAT_14-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_14/V350028457_L03_28_1.fq.gz,MAT_14-m-9
Liver_25-m-18,P5,VW19,29,Liver_25,Liver_25-m-18,E10,Liver,18,m,Liver_25-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_25/V350028457_L03_29_1.fq.gz,Liver_25-m-18
Lung_16-m-9,P5,VW19,2,Lung_16,Lung_16-m-9,B9,Lung,9,m,Lung_16-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_16/V350028457_L03_2_1.fq.gz,Lung_16-m-9
Limb_Muscle_2-m-18,P5,VW19,31,Limb_Muscle_02,Limb_Muscle_2-m-18,G10,Limb_Muscle,18,m,Limb_Muscle_2-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_02/V350028457_L03_31_1.fq.gz,Limb_Muscle_2-m-18
Bone_2-m-3,P5,VW19,32,Bone_02,Bone_2-m-3,H10,Bone,3,m,Bone_2-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_02/V350028457_L03_32_1.fq.gz,Bone_2-m-3
Marrow_11-m-3,P5,VW19,3,Marrow_11,Marrow_11-m-3,C9,Marrow,3,m,Marrow_11-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_11/V350028457_L03_3_1.fq.gz,Marrow_11-m-3
SCAT_15-m-1,P5,VW19,4,SCAT_15,SCAT_15-m-1,D9,SCAT,1,m,SCAT_15-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_15/V350028457_L03_4_1.fq.gz,SCAT_15-m-1
Heart_3-m-6,P5,VW20,13,Heart_03,Heart_3-m-6,E11,Heart,6,m,Heart_3-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_03/V350028457_L04_13_1.fq.gz,Heart_3-m-6
Marrow_12-m-24,P5,VW20,14,Marrow_12,Marrow_12-m-24,F11,Marrow,24,m,Marrow_12-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_12/V350028457_L04_14_1.fq.gz,Marrow_12-m-24
Pancreas_16-m-9,P5,VW20,16,Pancreas_16,Pancreas_16-m-9,H11,Pancreas,9,m,Pancreas_16-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_16/V350028457_L04_16_1.fq.gz,Pancreas_16-m-9
SCAT_16-m-3,P5,VW20,25,SCAT_16,SCAT_16-m-3,A12,SCAT,3,m,SCAT_16-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_16/V350028457_L04_25_1.fq.gz,SCAT_16-m-3
Small_Intestine_12-m-6,P5,VW20,27,Small_Intestine_12,Small_Intestine_12-m-6,C12,Small_Intestine,6,m,Small_Intestine_12-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_12/V350028457_L04_27_1.fq.gz,Small_Intestine_12-m-6
Spleen_4-m-6,P5,VW20,28,Spleen_04,Spleen_4-m-6,D12,Spleen,6,m,Spleen_4-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_04/V350028457_L04_28_1.fq.gz,Spleen_4-m-6
Lung_17-f-12,P5,VW20,29,Lung_17,Lung_17-f-12,E12,Lung,12,f,Lung_17-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_17/V350028457_L04_29_1.fq.gz,Lung_17-f-12
Brain_9-m-27,P5,VW20,2,Brain_09,Brain_9-m-27,B11,Brain,27,m,Brain_9-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_09/V350028457_L04_2_1.fq.gz,Brain_9-m-27
Limb_Muscle_1-f-15,P5,VW20,30,Limb_Muscle_01,Limb_Muscle_1-f-15,F12,Limb_Muscle,15,f,Limb_Muscle_1-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_01/V350028457_L04_30_1.fq.gz,Limb_Muscle_1-f-15
Kidney_41-m-24,P5,VW20,32,Kidney_41,Kidney_41-m-24,H12,Kidney,24,m,Kidney_41-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_41/V350028457_L04_32_1.fq.gz,Kidney_41-m-24
GAT_1-f-21,P5,VW20,3,GAT_01,GAT_1-f-21,C11,GAT,21,f,GAT_1-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_01/V350028457_L04_3_1.fq.gz,GAT_1-f-21
BAT_12-m-18,P5,VW20,4,BAT_12,BAT_12-m-18,D11,BAT,18,m,BAT_12-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_12/V350028457_L04_4_1.fq.gz,BAT_12-m-18
BAT_31-m-12,P8,VW30,13,BAT_31,BAT_31-m-12,E5,BAT,12,m,BAT_31-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_31/V350028505_L01_13_1.fq.gz,BAT_31-m-12
Spleen_51-m-15,P8,VW30,14,Spleen_51,Spleen_51-m-15,F5,Spleen,15,m,Spleen_51-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_51/V350028505_L01_14_1.fq.gz,Spleen_51-m-15
Bone_52-m-18,P8,VW30,15,Bone_52,Bone_52-m-18,G5,Bone,18,m,Bone_52-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_52/V350028505_L01_15_1.fq.gz,Bone_52-m-18
Liver_53-m-24,P8,VW30,16,Liver_53,Liver_53-m-24,H5,Liver,24,m,Liver_53-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_53/V350028505_L01_16_1.fq.gz,Liver_53-m-24
Limb_Muscle_45-m-3,P8,VW30,1,Limb_Muscle_45,Limb_Muscle_45-m-3,A5,Limb_Muscle,3,m,Limb_Muscle_45-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_45/V350028505_L01_1_1.fq.gz,Limb_Muscle_45-m-3
Pancreas_23-m-6,P8,VW30,25,Pancreas_23,Pancreas_23-m-6,A6,Pancreas,6,m,Pancreas_23-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_23/V350028505_L01_25_1.fq.gz,Pancreas_23-m-6
Skin_51-m-18,P8,VW30,27,Skin_51,Skin_51-m-18,C6,Skin,18,m,Skin_51-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_51/V350028505_L01_27_1.fq.gz,Skin_51-m-18
GAT_52-m-27,P8,VW30,28,GAT_52,GAT_52-m-27,D6,GAT,27,m,GAT_52-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_52/V350028505_L01_28_1.fq.gz,GAT_52-m-27
Lung_51-m-9,P8,VW30,29,Lung_51,Lung_51-m-9,E6,Lung,9,m,Lung_51-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_51/V350028505_L01_29_1.fq.gz,Lung_51-m-9
Marrow_52-m-21,P8,VW30,2,Marrow_52,Marrow_52-m-21,B5,Marrow,21,m,Marrow_52-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_52/V350028505_L01_2_1.fq.gz,Marrow_52-m-21
Kidney_52-f-6,P8,VW30,30,Kidney_52,Kidney_52-f-6,F6,Kidney,6,f,Kidney_52-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_52/V350028505_L01_30_1.fq.gz,Kidney_52-f-6
MAT_50-f-15,P8,VW30,31,MAT_50,MAT_50-f-15,G6,MAT,15,f,MAT_50-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_50/V350028505_L01_31_1.fq.gz,MAT_50-f-15
Small_Intestine_52-m-3,P8,VW30,32,Small_Intestine_52,Small_Intestine_52-m-3,H6,Small_Intestine,3,m,Small_Intestine_52-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_52/V350028505_L01_32_1.fq.gz,Small_Intestine_52-m-3
Heart_54-m-21,P8,VW30,3,Heart_54,Heart_54-m-21,C5,Heart,21,m,Heart_54-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_54/V350028505_L01_3_1.fq.gz,Heart_54-m-21
Brain_18-f-6,P8,VW30,4,Brain_18,Brain_18-f-6,D5,Brain,6,f,Brain_18-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_18/V350028505_L01_4_1.fq.gz,Brain_18-f-6
Limb_Muscle_43-m-15,P8,VW31,13,Limb_Muscle_43,Limb_Muscle_43-m-15,E7,Limb_Muscle,15,m,Limb_Muscle_43-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_43/V350028505_L02_13_1.fq.gz,Limb_Muscle_43-m-15
Heart_53-f-15,P8,VW31,14,Heart_53,Heart_53-f-15,F7,Heart,15,f,Heart_53-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_53/V350028505_L02_14_1.fq.gz,Heart_53-f-15
Brain_19-f-1,P8,VW31,15,Brain_19,Brain_19-f-1,G7,Brain,1,f,Brain_19-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_19/V350028505_L02_15_1.fq.gz,Brain_19-f-1
BAT_32-f-9,P8,VW31,16,BAT_32,BAT_32-f-9,H7,BAT,9,f,BAT_32-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_32/V350028505_L02_16_1.fq.gz,BAT_32-f-9
Liver_54-f-1,P8,VW31,1,Liver_54,Liver_54-f-1,A7,Liver,1,f,Liver_54-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_54/V350028505_L02_1_1.fq.gz,Liver_54-f-1
Bone_54-m-9,P8,VW31,25,Bone_54,Bone_54-m-9,A8,Bone,9,m,Bone_54-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_54/V350028505_L02_25_1.fq.gz,Bone_54-m-9
Skin_53-m-12,P8,VW31,27,Skin_53,Skin_53-m-12,C8,Skin,12,m,Skin_53-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_53/V350028505_L02_27_1.fq.gz,Skin_53-m-12
Small_Intestine_53-f-1,P8,VW31,28,Small_Intestine_53,Small_Intestine_53-f-1,D8,Small_Intestine,1,f,Small_Intestine_53-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_53/V350028505_L02_28_1.fq.gz,Small_Intestine_53-f-1
Pancreas_47-f-18,P8,VW31,29,Pancreas_47,Pancreas_47-f-18,E8,Pancreas,18,f,Pancreas_47-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_47/V350028505_L02_29_1.fq.gz,Pancreas_47-f-18
SCAT_49-m-9,P8,VW31,2,SCAT_49,SCAT_49-m-9,B7,SCAT,9,m,SCAT_49-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_49/V350028505_L02_2_1.fq.gz,SCAT_49-m-9
Kidney_53-m-18,P8,VW31,30,Kidney_53,Kidney_53-m-18,F8,Kidney,18,m,Kidney_53-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_53/V350028505_L02_30_1.fq.gz,Kidney_53-m-18
GAT_53-m-15,P8,VW31,31,GAT_53,GAT_53-m-15,G8,GAT,15,m,GAT_53-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_53/V350028505_L02_31_1.fq.gz,GAT_53-m-15
Lung_52-f-18,P8,VW31,32,Lung_52,Lung_52-f-18,H8,Lung,18,f,Lung_52-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_52/V350028505_L02_32_1.fq.gz,Lung_52-f-18
Spleen_52-m-27,P8,VW31,3,Spleen_52,Spleen_52-m-27,C7,Spleen,27,m,Spleen_52-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_52/V350028505_L02_3_1.fq.gz,Spleen_52-m-27
Marrow_51-m-9,P8,VW31,4,Marrow_51,Marrow_51-m-9,D7,Marrow,9,m,Marrow_51-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_51/V350028505_L02_4_1.fq.gz,Marrow_51-m-9
SCAT_48-m-3,P8,VW32,13,SCAT_48,SCAT_48-m-3,E9,SCAT,3,m,SCAT_48-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_48/V350028505_L03_13_1.fq.gz,SCAT_48-m-3
Bone_56-m-9,P8,VW32,14,Bone_56,Bone_56-m-9,F9,Bone,9,m,Bone_56-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_56/V350028505_L03_14_1.fq.gz,Bone_56-m-9
BAT_33-f-12,P8,VW32,15,BAT_33,BAT_33-f-12,G9,BAT,12,f,BAT_33-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_33/V350028505_L03_15_1.fq.gz,BAT_33-f-12
GAT_55-m-6,P8,VW32,16,GAT_55,GAT_55-m-6,H9,GAT,6,m,GAT_55-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_55/V350028505_L03_16_1.fq.gz,GAT_55-m-6
Limb_Muscle_41-f-21,P8,VW32,1,Limb_Muscle_41,Limb_Muscle_41-f-21,A9,Limb_Muscle,21,f,Limb_Muscle_41-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_41/V350028505_L03_1_1.fq.gz,Limb_Muscle_41-f-21
Kidney_56-f-9,P8,VW32,25,Kidney_56,Kidney_56-f-9,A10,Kidney,9,f,Kidney_56-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_56/V350028505_L03_25_1.fq.gz,Kidney_56-f-9
Small_Intestine_54-m-1,P8,VW32,27,Small_Intestine_54,Small_Intestine_54-m-1,C10,Small_Intestine,1,m,Small_Intestine_54-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_54/V350028505_L03_27_1.fq.gz,Small_Intestine_54-m-1
Skin_54-f-3,P8,VW32,28,Skin_54,Skin_54-f-3,D10,Skin,3,f,Skin_54-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_54/V350028505_L03_28_1.fq.gz,Skin_54-f-3
Liver_55-f-1,P8,VW32,29,Liver_55,Liver_55-f-1,E10,Liver,1,f,Liver_55-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_55/V350028505_L03_29_1.fq.gz,Liver_55-f-1
Brain_20-f-21,P8,VW32,2,Brain_20,Brain_20-f-21,B9,Brain,21,f,Brain_20-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_20/V350028505_L03_2_1.fq.gz,Brain_20-f-21
Lung_53-m-18,P8,VW32,30,Lung_53,Lung_53-m-18,F10,Lung,18,m,Lung_53-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_53/V350028505_L03_30_1.fq.gz,Lung_53-m-18
MAT_51-f-15,P8,VW32,31,MAT_51,MAT_51-f-15,G10,MAT,15,f,MAT_51-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_51/V350028505_L03_31_1.fq.gz,MAT_51-f-15
Pancreas_48-m-21,P8,VW32,32,Pancreas_48,Pancreas_48-m-21,H10,Pancreas,21,m,Pancreas_48-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_48/V350028505_L03_32_1.fq.gz,Pancreas_48-m-21
Heart_52-m-9,P8,VW32,3,Heart_52,Heart_52-m-9,C9,Heart,9,m,Heart_52-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_52/V350028505_L03_3_1.fq.gz,Heart_52-m-9
Spleen_53-m-24,P8,VW32,4,Spleen_53,Spleen_53-m-24,D9,Spleen,24,m,Spleen_53-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_53/V350028505_L03_4_1.fq.gz,Spleen_53-m-24
SCAT_56-f-1,P8,VW21,13,SCAT_56,SCAT_56-f-1,E11,SCAT,1,f,SCAT_56-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_56/V350028505_L04_13_1.fq.gz,SCAT_56-f-1
Pancreas_56-m-18,P8,VW21,14,Pancreas_56,Pancreas_56-m-18,F11,Pancreas,18,m,Pancreas_56-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_56/V350028505_L04_14_1.fq.gz,Pancreas_56-m-18
MAT_52-m-15,P8,VW21,15,MAT_52,MAT_52-m-15,G11,MAT,15,m,MAT_52-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_52/V350028505_L04_15_1.fq.gz,MAT_52-m-15
Marrow_55-m-6,P8,VW21,16,Marrow_55,Marrow_55-m-6,H11,Marrow,6,m,Marrow_55-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_55/V350028505_L04_16_1.fq.gz,Marrow_55-m-6
Spleen_12-m-15,P8,VW21,1,Spleen_12,Spleen_12-m-15,A11,Spleen,15,m,Spleen_12-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_12/V350028505_L04_1_1.fq.gz,Spleen_12-m-15
Lung_55-m-6,P8,VW21,25,Lung_55,Lung_55-m-6,A12,Lung,6,m,Lung_55-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_55/V350028505_L04_25_1.fq.gz,Lung_55-m-6
Liver_42-m-12,P8,VW21,26,Liver_42,Liver_42-m-12,B12,Liver,12,m,Liver_42-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_42/V350028505_L04_26_1.fq.gz,Liver_42-m-12
Limb_Muscle_48-m-9,P8,VW21,27,Limb_Muscle_48,Limb_Muscle_48-m-9,C12,Limb_Muscle,9,m,Limb_Muscle_48-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_48/V350028505_L04_27_1.fq.gz,Limb_Muscle_48-m-9
Kidney_42-f-15,P8,VW21,28,Kidney_42,Kidney_42-f-15,D12,Kidney,15,f,Kidney_42-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_42/V350028505_L04_28_1.fq.gz,Kidney_42-f-15
Heart_23-m-15,P8,VW21,29,Heart_23,Heart_23-m-15,E12,Heart,15,m,Heart_23-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_23/V350028505_L04_29_1.fq.gz,Heart_23-m-15
